airport_row_id,monitor_row_id,distance_m,distance_km,distance_band,airport_id,airport_ident,gps_code,local_code,airport_name,airport_type,airport_county_fips,airport_county_name,monitor_id,county_fips,state_name,county_name,monitor_lat,monitor_lon,same_county,is_reid_hillview
222,127,4005.560254452705,4.005560254452705,3-5 km,6889,06N,K06N,06N,Randall Airport,small_airport,36071,Orange,360713001,36071,New York,Orange,41.46107,-74.36343,TRUE,FALSE
222,128,4315.783699403665,4.315783699403665,3-5 km,6889,06N,K06N,06N,Randall Airport,small_airport,36071,Orange,360713002,36071,New York,Orange,41.45869,-74.35404,TRUE,FALSE
222,129,4510.662115255214,4.510662115255214,3-5 km,6889,06N,K06N,06N,Randall Airport,small_airport,36071,Orange,360713004,36071,New York,Orange,41.46964,-74.37217,TRUE,FALSE
509,313,3527.5052154799537,3.5275052154799535,3-5 km,7382,0N6,NA,28DE,Albanna Aviation Airport,small_airport,10001,Kent,100010002,10001,Delaware,Kent,38.986681,-75.556818,TRUE,FALSE
563,601,3466.35218355525,3.46635218355525,3-5 km,7488,0PN2,0PN2,0PN2,Flying Acres Airport,small_airport,42019,Butler,420190020,42019,Pennsylvania,Butler,41.0632,-80.0309,TRUE,FALSE
772,656,4318.815837631412,4.318815837631412,3-5 km,7897,14N,NA,14N,Beltzville Airport,small_airport,42025,Carbon,420250217,42025,Pennsylvania,Carbon,40.812488,-75.60594,TRUE,FALSE
793,271,4234.09781033392,4.23409781033392,3-5 km,7925,15A,K15A,15A,Mark Reynolds/North Mobile County Airport,small_airport,01097,Mobile,010973103,01097,Alabama,Mobile,30.9383,-88.025,TRUE,FALSE
910,499,1629.7204352368594,1.6297204352368595,1-3 km,8115,18PN,18PN,18PN,Spud View Airport,small_airport,42055,Franklin,420550002,42055,Pennsylvania,Franklin,40.059828,-77.710608,TRUE,FALSE
1696,524,3922.0011669461655,3.9220011669461656,3-5 km,9554,2MI8,2MI8,2MI8,Vassar Field,small_airport,26157,Tuscola,261570001,26157,Michigan,Tuscola,43.368605,-83.569065,TRUE,FALSE
1815,182,2544.347338748987,2.544347338748987,1-3 km,9752,2SC8,2SC8,2SC8,Gaston Airport,small_airport,45063,Lexington,450630005,45063,South Carolina,Lexington,33.785602,-81.119776,TRUE,FALSE
2066,333,4784.407480752139,4.784407480752139,3-5 km,10151,35MN,35MN,35MN,Wipline Airport,small_airport,27037,Dakota,270370421,27037,Minnesota,Dakota,44.777199,-93.040974,TRUE,FALSE
2066,386,3699.870203072891,3.699870203072891,3-5 km,10151,35MN,35MN,35MN,Wipline Airport,small_airport,27037,Dakota,271630009,27163,Minnesota,Washington,44.84621,-92.99558,FALSE,FALSE
2066,469,4698.678273486396,4.698678273486396,3-5 km,10151,35MN,35MN,35MN,Wipline Airport,small_airport,27037,Dakota,271630438,27163,Minnesota,Washington,44.85711,-93.00352,FALSE,FALSE
